USERID,Recency,Frequency,Monetary
46510,7,93,124627
46511,5,115,161423
46512,2,109,126176
46513,11,95,132362
46514,11,111,132755
46515,0,109,166844
46516,2,109,134372
46517,7,108,148879
46518,27,100,138483
46519,0,111,118750
46520,3,96,128077
46521,14,118,181858
46522,8,105,127922
46523,3,115,162800
46524,11,98,131163
46525,20,91,112017
46526,0,101,129646
46527,14,118,133554
46528,2,93,114113
46529,9,100,139850
46530,7,73,92235
46531,3,84,116898
46532,2,103,146190
46533,8,85,99106
46534,15,109,127888
46535,9,100,115351
46536,13,108,120168
46537,37,104,137147
46538,2,95,124506
46539,1,107,122428
46540,2,93,112789
46541,3,119,129011
46542,2,111,152091
46543,7,95,126453
46544,5,97,113227
46545,8,97,125307
46546,22,94,109491
46547,1,83,104531
46548,0,106,129216
46549,11,110,150880
46550,20,103,136438
46551,11,110,145292
46552,2,95,114064
46553,5,98,125031
46554,5,112,142636
46555,17,98,111148
46556,6,95,134723
46557,3,99,121087
46558,9,91,139097
46559,10,93,111133
46560,9,96,131723
46561,12,95,126074
46562,34,106,132080
46563,0,116,148788
46564,19,94,122123
46565,9,79,98514
46566,31,116,182844
46567,2,91,130617
46568,5,102,119917
46569,19,111,142371
46570,8,103,127901
46571,1,90,121320
46572,2,102,134270
46573,6,93,132224
46574,1,95,100309
46575,3,102,168576
46576,2,102,178860
46577,14,100,121418
46578,12,127,154423
46579,16,82,92499
46580,17,104,135451
46581,3,104,143457
46582,28,76,90192
46583,6,121,136630
46584,10,98,112124
46585,2,109,150503
46586,2,99,155487
46587,2,118,132257
46588,0,102,138597
46589,25,100,119973
46590,19,101,118198
46591,7,102,125912
46592,12,98,132668
46593,7,96,119193
46594,20,96,115036
46595,0,105,152315
46596,6,95,105797
46597,15,109,138235
46598,3,103,143052
46599,28,97,114734
46600,4,102,123135
46601,1,135,159012
46602,20,86,115681
46603,17,114,138002
46604,10,96,117662
46605,4,96,122542
46606,7,120,171307
46607,9,91,104473
46608,5,105,113175
46609,10,85,122730
46610,3,97,112743
46611,27,104,106137
46612,5,108,107697
46613,5,100,111706
46614,0,116,149241
46615,30,111,143415
46616,3,111,142739
46617,25,109,123947
46618,14,99,114066
46619,2,102,135329
46620,7,102,150523
46621,1,92,136398
46622,16,107,128940
46623,3,99,123483
46624,4,86,114737
46625,17,85,102664
46626,10,92,120745
46627,0,104,127095
46628,1,106,142128
46629,18,105,121382
46630,6,111,151835
46631,0,95,124840
46632,37,91,111233
46633,8,99,131293
46634,6,103,145084
46635,8,103,122880
46636,9,103,145640
46637,2,115,150889
46638,5,98,149476
46639,0,104,146305
46640,3,119,206335
46641,27,106,137650
46642,8,109,120840
46643,13,102,127331
46644,6,110,119623
46645,6,105,128799
46646,1,93,119457
46647,2,115,145280
46648,9,106,132933
46649,19,101,110850
46650,7,113,154230
46651,10,93,110507
46652,13,95,106790
46653,5,91,115519
46654,2,117,170917
46655,6,114,151956
46656,25,107,155478
46657,26,105,123963
46658,8,125,146287
46659,4,94,120311
46660,3,108,140971
46661,18,91,101389
46662,5,105,142110
46663,0,104,128808
46664,1,117,151951
46665,0,113,144394
46666,7,101,127781
46667,1,95,138608
46668,21,122,149150
46669,2,85,132184
46670,0,93,109245
46671,7,111,139184
46672,12,104,130559
46673,1,106,119342
46674,14,98,118266
46675,10,119,145345
46676,23,113,134422
46677,5,113,143774
46678,6,103,148149
46679,0,96,99894
46680,0,109,156596
46681,3,99,169673
46682,8,111,136200
46683,1,101,109885
46684,19,107,147103
46685,1,88,109936
46686,7,104,116797
46687,3,125,141272
46688,3,104,142326
46689,9,107,114474
46690,23,112,162728
46691,3,135,159664
46692,20,93,132914
46693,4,118,136737
46694,2,83,155025
46695,2,102,171487
46696,3,96,114465
46697,9,108,163827
46698,31,94,129658
46699,1,103,109355
46700,2,106,160755
46701,12,91,118336
46702,3,97,104448
46703,4,112,145211
46704,28,86,120382
46705,13,103,137479
46706,3,93,123286
46707,19,92,121565
46708,14,112,136817
46709,4,103,184480
46710,1,110,143448
46711,7,100,110246
46712,5,104,132130
46713,5,96,110714
46714,13,111,125254
46715,15,111,133619
46716,9,104,145861
46717,7,88,118112
46718,8,97,112289
46719,12,94,130257
46720,4,104,109081
46721,8,105,146156
46722,1,96,163409
46723,19,108,147538
46724,1,120,179691
46725,5,94,116769
46726,9,121,145018
46727,10,106,146378
46728,5,107,120529
46729,6,104,120953
46730,12,113,141952
46731,0,97,123397
46732,2,98,94679
46733,1,116,154095
46734,1,93,126243
46735,13,107,156973
46736,5,88,96129
46737,0,100,130100
46738,4,97,122658
46739,12,105,137384
46740,3,94,128767
46741,6,96,110211
46742,7,95,108095
46743,0,123,136278
46744,5,83,119690
46745,0,87,91849
46746,2,85,122537
46747,13,95,119852
46748,4,110,143184
46749,10,106,136863
46750,30,83,110139
46751,7,106,130287
46752,9,105,128690
46753,30,108,139520
46754,4,85,126551
46755,18,106,141717
46756,15,81,118270
46757,7,105,141721
46758,2,104,141124
46759,0,94,125192
46760,27,108,132347
46761,11,117,126150
46762,0,95,107171
46763,5,94,106776
46764,12,119,147630
46765,37,88,119008
46766,9,88,117187
46767,3,105,138499
46768,0,93,99974
46769,3,102,128456
46770,10,94,115427
46771,11,109,146562
46772,1,115,156939
46773,9,98,134169
46774,22,93,112311
46775,15,117,129587
46776,5,118,142056
46777,1,82,115601
46778,1,107,201597
46779,2,94,126720
46780,0,123,154363
46781,13,100,126952
46782,1,95,135470
46783,3,83,114477
46784,25,97,130773
46785,6,105,141640
46786,23,98,139239
46787,0,90,118880
46788,0,109,159341
46789,0,117,172312
46790,0,86,108606
46791,11,111,145701
46792,15,79,102255
46793,2,121,127678
46794,3,110,132926
46795,1,119,176348
46796,0,107,122320
46797,9,103,136725
46798,2,99,117094
46799,0,95,110556
46800,9,101,117625
46801,3,102,135609
46802,1,103,132933
46803,3,104,121727
46804,16,101,128845
46805,16,94,133489
46806,9,107,156987
46807,8,111,125845
46808,9,105,119854
46809,46,99,136791
46810,1,105,163437
46811,23,104,143141
46812,6,103,126897
46813,5,107,134474
46814,0,94,126462
46815,20,98,118035
46816,15,113,143391
46817,4,99,138118
46818,6,100,122853
46819,9,93,124792
46820,8,111,125285
46821,12,106,177601
46822,0,113,150845
46823,4,110,128631
46824,42,88,111429
46825,12,116,148836
46826,13,114,150155
46827,17,123,152555
46828,7,94,112840
46829,0,119,150794
46830,1,91,112021
46831,23,113,136341
46832,0,117,141688
46833,0,104,155950
46834,0,102,196007
46835,1,109,155012
46836,3,96,146605
46837,15,102,126315
46838,6,111,149497
46839,7,97,117495
46840,13,127,146382
46841,20,104,129128
46842,4,91,97991
46843,0,99,163401
46844,36,95,113858
46845,5,100,127723
46846,10,102,125683
46847,7,102,110780
46848,0,105,136090
46849,13,98,134240
46850,53,101,142914
46851,11,108,143954
46852,10,106,118240
46853,13,108,125073
46854,0,103,126778
46855,2,84,103187
46856,76,89,112149
46857,1,92,113699
46858,37,94,128620
46859,3,93,109553
46860,20,106,127901
46861,0,92,116766
46862,16,106,137838
46863,1,87,105182
46864,18,107,132640
46865,6,88,110047
46866,0,107,124944
46867,7,116,147129
46868,13,86,105921
46869,41,84,125777
46870,2,98,105784
46871,4,101,117300
46872,2,120,167106
46873,3,103,105936
46874,3,93,116195
46875,4,101,98982
46876,0,119,126750
46877,5,91,112369
46878,6,122,159891
46879,2,100,139063
46880,14,92,119755
46881,22,102,141334
46882,31,119,137501
46883,1,117,174484
46884,15,98,138124
46885,24,119,143589
46886,7,99,189619
46887,2,95,129782
46888,10,101,121516
46889,5,105,149933
46890,18,135,159657
46891,4,114,174359
46892,7,98,107193
46893,5,103,134996
46894,0,91,121324
46895,48,95,102158
46896,2,104,149716
46897,6,116,164995
46898,18,92,130312
46899,9,109,120385
46900,13,121,161642
46901,0,114,160215
46902,9,121,177587
46903,16,85,94310
46904,4,89,110946
46905,0,106,133661
46906,15,96,125470
46907,13,89,120023
46908,19,91,130775
46909,1,106,134130
46910,1,104,141546
46911,17,114,132445
46912,10,97,142088
46913,5,103,134852
46914,1,92,108417
46915,12,97,140654
46916,17,115,160538
46917,2,105,126925
46918,2,113,122502
46919,20,107,121309
46920,17,98,137002
46921,2,94,124638
46922,5,98,103259
46923,10,92,133465
46924,13,106,159474
46925,0,94,104348
46926,7,103,160952
46927,3,100,138828
46928,2,114,132400
46929,10,108,135050
46930,5,93,97522
46931,3,106,135989
46932,5,84,96249
46933,3,102,120829
46934,5,94,139226
46935,38,100,122364
46936,11,103,116332
46937,9,112,128468
46938,5,106,138205
46939,6,106,140268
46940,2,115,149368
46941,2,92,127772
46942,7,127,136365
46943,8,89,97804
46944,1,109,144016
46945,4,105,127603
46946,8,119,135783
46947,2,105,139773
46948,3,94,114151
46949,0,91,129824
46950,5,91,146718
46951,3,100,128923
46952,4,99,126088
46953,5,111,115559
46954,11,116,156589
46955,10,102,131302
46956,2,102,138574
46957,7,109,134016
46958,5,105,135418
46959,0,118,149984
46960,2,109,133467
46961,4,112,140523
46962,5,119,140361
46963,7,108,134380
46964,15,95,105774
46965,3,116,142937
46966,13,120,167838
46967,0,98,110864
46968,32,105,108336
46969,3,91,106761
46970,11,85,110651
46971,22,114,143583
46972,0,120,144283
46973,6,93,116216
46974,0,85,111498
46975,0,93,121684
46976,3,97,177343
46977,0,121,186105
46978,18,98,136460
46979,3,103,139398
46980,3,101,152846
46981,6,113,149117
46982,8,110,132723
46983,5,122,145652
46984,9,101,119357
46985,10,101,126025
46986,9,97,130734
46987,6,97,124597
46988,3,105,161398
46989,5,106,134235
46990,14,97,107852
46991,2,96,120287
46992,4,104,117517
46993,43,94,136568
46994,16,104,137441
46995,0,111,138290
46996,18,115,134421
46997,12,103,123672
46998,17,110,145291
46999,7,89,93073
47000,8,98,113452
47001,17,84,103130
47002,1,111,118104
47003,7,87,116014
47004,4,108,136197
47005,4,102,128363
47006,3,92,109900
47007,7,90,175422
47008,3,107,115516
47009,6,98,111769
47010,9,107,141282
47011,19,98,136336
47012,5,105,145431
47013,0,94,126955
47014,6,100,94827
47015,9,101,127666
47016,2,93,196068
47017,3,111,167404
47018,0,99,123269
47019,29,100,129690
47020,1,93,104214
47021,0,112,142946
47022,8,103,121878
47023,3,112,169777
47024,17,103,144747
47025,20,91,113972
47026,2,88,108229
47027,17,121,150689
47028,2,111,136324
47029,9,104,160356
47030,7,110,125888
47031,17,93,120302
47032,0,102,127808
47033,2,96,131496
47034,15,99,122660
47035,2,103,145299
47036,2,96,110156
47037,11,97,119547
47038,2,107,172494
47039,0,94,116689
47040,4,94,134070
47041,6,102,120992
47042,5,110,143243
47043,6,97,105019
47044,0,107,156041
47045,12,123,171625
47046,7,105,230270
47047,4,96,115577
47048,5,91,113766
47049,15,93,118813
47050,1,111,149106
47051,0,105,137554
47052,7,118,135578
47053,17,117,134854
47054,10,107,115086
47055,8,80,99413
47056,0,106,109532
47057,1,93,117611
47058,5,91,115512
47059,3,101,115388
47060,3,107,123386
47061,5,100,99829
47062,19,106,124510
47063,10,96,117219
47064,3,94,114810
47065,3,99,116135
47066,7,105,155013
47067,8,109,150203
47068,8,89,118959
47069,9,92,129562
47070,4,97,121208
47071,5,104,133360
47072,1,94,140640
47073,7,106,167966
47074,4,103,126008
47075,18,105,133229
47076,1,96,132417
47077,23,106,131463
47078,1,84,100036
47079,8,127,151264
47080,1,95,123913
47081,2,99,97317
47082,6,114,163998
47083,8,109,153155
47084,19,95,132467
47085,16,107,141715
47086,4,120,147033
47087,0,92,123520
47088,4,99,118615
47089,11,116,155432
47090,9,121,139128
47091,0,114,158806
47092,4,121,149067
47093,9,83,124021
47094,17,105,122895
47095,5,113,120609
47096,6,126,171012
47097,15,125,155296
47098,7,92,118750
47099,1,105,119857
47100,15,115,135259
47101,5,100,99513
47102,6,72,84732
47103,1,83,104278
47104,12,110,119294
47105,2,104,109765
47106,3,124,137838
47107,5,126,149307
47108,7,124,171341
47109,10,93,119243
47110,40,106,145355
47111,17,113,126504
47112,2,93,120772
47113,4,102,146495
47114,7,92,117701
47115,9,100,135647
47116,2,111,136649
47117,0,92,113818
47118,37,100,124635
47119,4,99,131401
47120,6,111,157065
47121,16,102,135245
47122,15,87,106456
47123,2,111,119286
47124,4,96,107014
47125,34,90,119878
47126,17,90,142764
47127,2,112,136620
47128,7,110,135313
47129,6,115,158418
47130,10,83,93530
47131,0,98,137730
47132,10,91,127016
47133,14,116,132906
47134,25,93,116947
47135,4,98,149817
47136,10,115,172665
47137,27,96,158891
47138,25,100,112299
47139,9,99,114977
47140,2,107,139613
47141,5,101,122267
47142,19,100,106560
47143,15,102,145043
47144,3,88,98115
47145,10,113,128881
47146,26,114,124097
47147,4,102,118826
47148,4,101,119966
47149,0,105,129475
47150,3,99,137314
47151,12,104,146396
47152,10,111,179981
47153,9,116,147243
47154,8,94,152492
47155,1,103,130330
47156,0,125,149718
47157,2,115,152038
47158,0,110,152412
47159,8,93,119344
47160,3,107,122095
47161,17,126,150571
47162,4,104,125486
47163,2,92,108180
47164,16,86,115236
47165,10,93,102937
47166,3,109,127823
47167,1,136,181797
47168,7,108,98569
47169,3,104,124432
47170,11,87,108754
47171,17,99,133393
47172,1,91,134033
47173,4,105,118853
47174,19,95,107774
47175,16,89,107446
47176,0,105,149372
47177,17,92,118048
47178,3,117,140249
47179,19,87,129355
47180,0,109,151125
47181,2,109,148355
47182,3,97,111756
47183,20,102,153504
47184,31,81,120845
47185,5,118,117041
47186,5,98,123038
47187,6,98,107256
47188,7,101,141625
47189,7,105,146256
47190,18,112,162499
47191,12,100,129051
47192,1,103,134693
47193,1,106,110672
47194,45,95,110973
47195,0,97,117746
47196,5,99,114925
47197,6,88,121794
47198,4,83,112436
47199,0,113,155032
47200,4,130,161315
47201,19,97,139024
47202,21,93,155937
47203,1,92,116552
47204,0,118,129360
47205,21,80,89857
47206,6,87,108061
47207,1,110,146915
47208,27,94,140657
47209,11,99,143115
47210,8,93,123626
47211,6,107,171032
47212,10,95,134307
47213,9,100,132307
47214,6,116,153547
47215,5,95,142188
47216,3,95,115809
47217,2,100,119504
47218,5,89,105111
47219,0,107,128966
47220,1,124,135927
47221,14,94,137571
47222,3,112,127171
47223,15,114,143985
47224,23,103,126304
47225,5,96,110033
47226,0,92,98181
47227,11,98,133917
47228,0,106,131725
47229,26,96,152441
47230,6,116,149512
47231,20,93,110588
47232,7,93,114907
47233,9,103,115979
47234,16,108,139445
47235,4,126,159479
47236,14,105,123299
47237,0,98,132654
47238,21,96,142760
47239,21,115,145279
47240,7,92,127407
47241,2,98,148744
47242,23,104,123539
47243,17,111,139671
47244,11,110,141342
47245,9,109,123292
47246,17,107,153873
47247,3,111,134227
47248,1,122,199198
47249,4,87,104642
47250,7,93,109923
47251,20,101,120880
47252,7,120,151288
47253,10,86,110839
47254,17,100,126543
47255,4,110,132826
47256,0,91,146427
47257,6,89,113435
47258,17,107,119499
47259,14,117,154432
47260,1,106,164582
47261,1,121,137810
47262,10,103,118894
47263,5,103,159364
47264,2,102,107747
47265,4,101,138691
47266,9,110,143211
47267,9,83,115074
47268,0,110,139474
47269,4,98,112065
47270,19,96,110878
47271,0,123,155040
47272,6,107,151895
47273,4,108,148351
47274,15,109,128063
47275,8,117,123351
47276,16,102,141498
47277,17,98,139927
47278,30,84,99611
47279,12,94,132095
47280,10,112,130488
47281,12,91,120380
47282,2,98,137450
47283,13,101,125229
47284,4,112,120840
47285,10,91,99973
47286,0,111,127825
47287,10,100,112565
47288,13,97,127882
47289,11,111,119170
47290,1,85,84674
47291,2,102,182766
47292,8,105,132113
47293,25,90,132702
47294,0,100,128655
47295,6,102,116796
47296,12,102,137630
47297,10,96,113046
47298,8,101,128921
47299,8,93,119531
47300,9,104,143255
47301,7,91,99184
47302,34,113,179300
47303,17,113,167865
47304,16,105,119521
47305,2,96,99381
47306,1,115,143745
47307,1,89,110054
47308,0,89,105799
47309,1,122,149960
47310,22,125,174201
47311,11,109,142059
47312,7,104,143754
47313,7,97,119363
47314,6,103,127452
47315,11,97,138776
47316,4,110,133564
47317,5,97,110295
47318,1,110,132057
47319,4,103,122151
47320,4,93,124645
47321,9,106,144905
47322,11,101,141011
47323,0,104,135008
47324,19,110,150108
47325,14,106,123773
47326,5,89,97474
47327,1,122,151871
47328,2,111,143552
47329,9,116,146485
47330,1,117,164593
47331,8,88,114387
47332,14,103,150276
47333,13,104,119725
47334,20,107,120322
47335,8,97,123022
47336,11,99,132290
47337,21,100,105213
47338,2,105,134914
47339,2,106,146020
47340,3,105,128197
47341,13,98,114181
47342,1,105,133684
47343,9,103,180445
47344,8,95,128515
47345,20,109,151462
47346,8,114,153340
47347,2,104,134650
47348,13,119,157502
47349,6,97,114025
47350,4,112,137488
47351,4,103,124368
47352,1,113,150354
47353,29,105,136211
47354,41,115,145127
47355,6,99,114299
47356,2,113,122011
47357,3,104,151970
47358,3,122,125247
47359,47,84,113478
47360,7,99,119867
47361,1,109,123282
47362,2,113,143121
47363,1,102,169859
47364,4,114,167694
47365,6,100,95061
47366,30,99,130146
47367,4,99,147274
47368,0,95,99749
47369,3,104,117168
47370,1,98,107337
47371,16,106,119957
47372,9,107,127578
47373,16,88,115334
47374,6,101,121751
47375,2,105,130822
47376,19,105,163730
47377,3,106,126556
47378,2,91,111098
47379,5,129,158555
47380,9,105,168629
47381,3,100,118378
47382,13,95,118137
47383,19,106,124620
47384,11,105,147712
47385,3,85,93340
47386,9,101,151906
47387,5,95,120088
47388,7,94,116936
47389,4,81,107104
47390,1,90,117034
47391,0,105,155413
47392,15,105,120117
47393,0,100,137154
47394,3,110,159160
47395,9,111,157791
47396,3,112,133709
47397,10,95,110152
47398,1,103,118856
47399,2,112,149902
47400,9,113,136373
47401,2,116,136128
47402,18,91,110943
47403,1,123,159874
47404,3,102,143302
47405,0,112,190384
47406,3,87,102186
47407,5,97,118048
47408,13,95,107336
47409,16,93,110948
47410,15,95,132771
47411,5,116,150036
47412,20,94,124027
47413,2,90,114993
47414,9,111,119468
47415,3,94,124724
47416,6,106,167196
47417,9,107,148942
47418,1,109,149158
47419,9,119,128698
47420,24,102,144257
47421,2,107,147198
47422,22,97,115263
47423,11,92,92054
47424,2,112,164579
47425,19,104,137051
47426,4,110,131593
47427,6,89,99565
47428,19,104,118086
47429,8,100,113298
47430,20,93,136947
47431,10,110,156787
47432,2,96,140226
47433,1,99,119832
47434,4,97,106497
47435,2,89,102491
47436,0,102,120207
47437,20,112,145044
47438,4,117,142571
47439,68,95,128040
47440,6,93,128667
47441,1,80,111151
47442,58,102,116711
47443,6,94,124479
47444,19,106,142059
47445,20,98,118747
47446,7,108,121012
47447,1,100,119690
47448,5,111,136814
47449,2,104,125980
47450,7,94,115762
47451,3,120,161804
47452,3,73,81835
47453,10,103,135507
47454,1,98,117733
47455,22,107,123803
47456,0,103,139873
47457,3,101,123471
47458,8,103,131927
47459,8,104,121451
47460,3,93,122315
47461,2,109,147720
47462,11,95,110478
47463,10,104,155565
47464,5,75,109157
47465,13,97,135076
47466,9,94,130564
47467,11,99,133638
47468,26,102,149760
47469,0,116,134150
47470,1,91,117419
47471,6,102,105984
47472,1,116,145068
47473,0,92,114195
47474,2,103,131200
47475,12,77,112711
47476,0,94,132040
47477,12,90,158665
47478,7,107,138718
47479,39,102,132126
47480,33,84,109156
47481,16,99,122880
47482,5,93,115158
47483,29,103,128446
47484,6,96,140372
47485,10,103,130318
47486,35,92,121359
47487,1,103,132501
47488,29,95,104522
47489,21,106,122473
47490,2,96,109121
47491,14,97,109005
47492,4,107,121107
47493,5,97,119056
47494,0,105,135173
47495,6,100,113728
47496,1,100,121088
47497,0,93,140487
47498,1,96,113624
47499,22,88,90447
47500,3,93,113793
47501,6,93,104224
47502,12,89,111462
47503,2,105,136443
47504,8,113,171619
47505,0,103,128690
47506,1,105,126661
47507,0,106,147177
47508,1,94,110301
47509,26,107,128056
47510,3,132,185385
47511,0,120,150869
47512,11,107,136089
47513,5,88,116872
47514,0,103,126840
47515,33,100,113398
47516,7,94,90979
47517,3,103,121972
47518,1,95,132316
47519,7,124,161668
47520,2,97,127148
47521,5,87,123577
47522,20,82,110777
47523,29,97,143695
47524,6,85,106068
47525,5,97,122033
47526,5,99,107738
47527,22,92,102276
47528,5,93,144732
47529,13,105,145043
47530,5,95,120160
47531,8,80,118004
47532,2,113,144894
47533,1,110,142507
47534,2,128,153052
47535,3,101,114846
47536,3,102,121590
47537,7,99,126804
47538,8,117,156844
47539,19,102,144456
47540,3,111,124061
47541,3,107,132508
47542,16,102,112040
47543,2,86,83021
47544,7,124,188034
47545,4,90,120033
47546,10,127,139401
47547,8,111,126951
47548,10,104,142737
47549,6,92,106950
47550,6,107,141392
47551,0,119,146920
47552,0,98,120180
47553,18,91,106279
47554,4,97,106689
47555,5,112,167805
47556,32,104,127443
47557,3,100,115226
47558,7,111,129944
47559,27,109,129883
47560,12,97,153768
47561,0,88,116518
47562,12,94,118973
47563,4,99,130673
47564,13,109,157328
47565,2,89,114042
47566,0,95,123159
47567,1,96,122406
47568,16,109,119144
47569,0,74,102180
47570,0,118,145924
47571,3,115,166357
47572,7,95,114107
47573,7,98,112698
47574,19,95,102386
47575,3,110,119087
47576,12,107,136544
47577,11,102,149773
47578,4,103,154576
47579,2,112,136615
47580,0,102,149239
47581,5,110,123469
47582,2,92,114129
47583,3,88,95684
47584,0,95,120786
47585,14,105,108916
47586,2,128,166180
47587,10,100,105921
47588,18,104,143906
47589,12,96,123599
47590,12,115,173392
47591,8,111,154492
47592,0,101,131838
47593,3,100,108447
47594,8,111,161366
47595,22,90,153923
47596,0,107,121709
47597,1,105,127891
47598,3,101,117965
47599,5,102,131557
47600,0,110,160360
47601,2,104,115177
47602,8,98,132206
47603,6,94,110016
47604,10,90,91792
47605,5,91,119332
47606,13,98,102842
47607,0,110,150207
47608,10,109,152918
47609,13,105,129671
47610,4,115,147612
47611,15,94,133562
47612,5,103,183078
47613,16,108,129701
47614,1,96,130017
47615,0,104,136866
47616,9,98,121936
47617,2,116,158375
47618,0,107,132847
47619,4,85,102518
47620,5,96,108081
47621,16,98,114679
47622,10,114,156811
47623,12,86,122065
47624,0,101,122586
47625,4,105,153726
47626,5,92,149323
47627,1,93,124019
47628,3,117,144614
47629,22,96,100643
47630,10,100,132192
47631,10,108,147859
47632,2,102,127224
47633,2,103,155255
47634,0,93,143450
47635,12,108,129227
47636,1,78,95622
47637,5,109,127278
47638,8,85,113436
47639,49,100,123808
47640,0,110,149597
47641,11,86,100833
47642,13,120,139917
47643,1,89,110385
47644,10,116,153643
47645,30,94,113831
47646,4,103,136678
47647,3,100,125139
47648,14,92,123972
47649,35,102,124394
47650,10,92,99218
47651,14,102,137475
47652,6,93,100062
47653,0,105,93945
47654,5,106,128043
47655,8,108,109321
47656,7,99,116018
47657,1,97,125043
47658,20,116,173503
47659,1,113,142553
47660,8,103,127764
47661,3,121,149375
47662,13,98,137075
47663,7,117,138112
47664,1,109,126862
47665,3,115,155125
47666,14,117,156023
47667,15,101,127220
47668,13,93,109108
47669,11,101,125209
47670,2,106,148596
47671,17,87,126777
47672,2,107,127617
47673,5,101,124681
47674,19,116,142907
47675,23,113,134781
47676,4,99,194495
47677,6,128,145257
47678,0,112,141890
47679,11,117,143218
47680,7,105,132401
47681,10,111,130593
47682,8,112,190912
47683,7,110,124746
47684,5,102,134112
47685,17,89,116803
47686,10,107,123146
47687,45,76,93145
47688,2,94,104831
47689,16,91,129575
47690,12,92,108032
47691,4,101,132877
47692,15,86,116458
47693,10,100,120243
47694,9,103,122574
47695,5,92,146289
47696,9,101,120133
47697,10,78,124842
47698,19,113,162508
47699,6,97,127984
47700,67,97,118004
47701,33,95,101069
47702,1,136,145453
47703,3,112,129980
47704,5,107,174124
47705,15,128,157304
47706,9,120,141889
47707,15,85,119342
47708,28,89,106686
47709,3,110,126277
47710,7,111,142897
47711,1,89,118081
47712,48,103,121646
47713,11,90,102796
47714,7,108,133322
47715,16,85,99563
47716,0,97,101124
47717,4,92,122794
47718,13,93,127720
47719,1,111,155532
47720,10,92,120130
47721,13,100,119348
47722,4,92,104773
47723,30,88,98811
47724,3,113,127778
47725,2,90,109102
47726,0,96,134578
47727,2,103,177753
47728,7,106,116864
47729,4,100,126589
47730,8,110,147195
47731,7,106,128376
47732,0,107,143666
47733,6,95,103209
47734,3,94,114842
47735,16,101,131852
47736,22,89,102096
47737,13,115,147182
47738,1,112,122143
47739,0,87,103144
47740,6,103,131432
47741,1,101,135379
47742,29,107,153769
47743,1,112,148854
47744,5,84,108035
47745,4,125,168836
47746,3,109,137975
47747,7,99,126937
47748,2,81,128688
47749,31,101,123613
47750,11,74,89577
47751,11,103,141838
47752,0,120,148404
47753,4,101,108717
47754,10,97,119075
47755,6,118,135384
47756,7,106,135660
47757,6,88,114785
47758,6,106,161990
47759,13,96,145506
47760,1,100,121476
47761,6,86,103585
47762,0,91,132092
47763,0,109,153752
47764,3,97,122988
47765,3,133,163658
47766,1,83,100174
47767,35,80,104602
47768,36,92,138348
47769,68,86,113277
47770,31,99,128405
47771,3,82,124114
47772,11,94,127294
47773,23,104,126977
47774,5,91,108982
47775,1,113,155504
47776,4,112,125881
47777,7,99,111411
47778,19,94,106404
47779,15,118,132450
47780,21,93,137912
47781,12,84,109192
47782,0,94,146305
47783,3,109,156345
47784,0,116,153014
47785,3,98,128367
47786,3,102,122523
47787,12,101,137287
47788,0,123,139840
47789,44,101,118456
47790,5,87,94476
47791,5,113,153887
47792,2,99,132518
47793,8,96,135945
47794,1,97,114273
47795,2,105,120895
47796,18,98,135512
47797,1,95,119090
47798,27,104,123285
47799,6,95,127776
47800,3,105,131916
47801,7,108,148110
47802,5,117,149271
47803,13,99,117080
47804,2,106,130626
47805,21,87,128271
47806,24,74,104661
47807,20,102,132076
47808,10,107,116237
47809,1,111,132888
47810,6,97,123764
47811,15,103,133294
47812,1,90,104206
47813,9,112,124800
47814,28,131,133488
47815,4,97,121611
47816,5,105,130219
47817,14,113,140875
47818,8,115,179597
47819,5,89,121517
47820,25,89,107039
47821,6,81,89149
47822,2,113,140140
47823,23,103,133937
47824,68,79,94522
47825,20,82,90117
47826,13,110,124517
47827,22,95,112896
47828,4,96,119900
47829,3,97,129128
47830,1,103,178844
47831,4,117,148629
47832,20,101,126740
47833,4,109,134655
47834,2,100,131688
47835,1,120,143926
47836,1,89,102495
47837,8,99,108341
47838,4,93,112185
47839,21,100,110199
47840,3,103,117259
47841,23,99,138736
47842,5,91,123568
47843,4,100,124675
47844,0,104,132946
47845,3,104,121617
47846,14,104,133638
47847,1,102,124743
47848,1,100,117770
47849,4,89,120747
47850,3,99,114853
47851,4,94,134406
47852,7,102,127538
47853,7,106,145835
47854,1,91,78189
47855,20,81,94108
47856,13,109,157529
47857,11,98,120983
47858,8,107,159619
47859,13,98,114696
47860,27,114,121406
47861,1,104,126051
47862,26,97,128962
47863,3,109,152269
47864,2,97,109183
47865,10,108,133677
47866,1,107,142640
47867,6,108,128997
47868,3,101,127957
47869,2,110,128986
47870,17,98,135664
47871,21,98,136160
47872,13,107,134162
47873,13,95,133309
47874,11,109,135966
47875,3,105,133967
47876,6,110,141729
47877,13,105,152171
47878,3,101,163385
47879,10,96,168069
47880,6,84,98937
47881,1,116,133621
47882,0,106,140191
47883,17,105,145634
47884,22,112,128516
47885,0,101,136125
47886,2,100,168784
47887,16,91,124680
47888,11,98,118835
47889,4,113,147635
47890,17,124,158647
47891,5,90,124716
47892,2,100,148852
47893,7,107,177528
47894,3,100,139349
47895,4,106,139899
47896,1,109,180006
47897,2,100,156658
47898,13,123,169176
47899,16,117,145309
47900,3,99,130361
47901,4,86,89175
47902,24,99,109690
47903,11,107,186372
47904,8,99,110485
47905,0,103,122367
47906,1,95,115095
47907,3,90,117082
